,Title,platform,release_date,summary,meta_score,user_review,Wikipedia,Genre,Modes
26,Brutal Legend,PC,2013-02-26,"From the mind of Tim Schafer (Psychonauts, Grim Fandango) comes Brutal Legend, a heavy metal action game starring Jack Black (School of Rock, Tenacious D). You are heavy metal roadie Eddie Riggs, hurled back in time to the mythical Age of Metal when the world was formed and ruled by the power of Rock! Armed with a broadaxe, a guitar, and a big block V8 you set off on an epic quest to assemble an army of headbangers, hotrods, barbarians, demonic dominatrix and the undead. With the wings of a demon and the power of a Rock God, you must lead humanity in an epic war against its barbaric overlords, and carve your name forever into the Brutal Legend. In Brutal Legend, you'll roam through a massive open-world born from the hell fires of heavy metal. In this world you can rev up any vehicle, rock its weapons, and crush the enemies of metal. You'll also learn to devastate with your guitar, playing face-melting solos that actually melt the faces of your enemies, command savage armies, bang skulls in hand-to-hand combat, and rise like a bat out of hell to command blood-drenched action from above. As if that wasn't enough, you can slay your friends and foes online, then play guitar licks on their graves! Of course, Brutal Legend is only complete with the most ultimate heavy metal soundtrack ever assembled in a game.",80,7.8,,Action-adventure,"['Single-player', 'multiplayer']"
27,Professor Layton and the Diabolical Box,DS,2009-08-24,"(Also known as ""Professor Layton and Pandora's Box) Professor Layton needs your help! Get your wits working with over 150 puzzles, and help unravel the mystery of the Elysian Box. [Nintendo]",84,8.5,"Professor Layton and the Diabolical Box, known in Australia and Europe as Professor Layton and Pandora's Box, is the second game in the Professor Layton series by Level-5. It was followed by a third game, Professor Layton and the Unwound Future. The game follows Professor Layton and his self-proclaimed apprentice Luke as they travel cross-country by train to solve the mystery behind a mysterious box that is said to kill anyone who opens it. An enhanced mobile port of Diabolical Box, subtitled ""HD for Mobile"", was released on December 5, 2018.

",Puzzle,['Single-player']
28,Utawarerumono Zan,PlayStation 4,2019-09-10,"Unveil a lost legend in a new light with Utawarerumono: Zan! This action-packed brawler is a reimagination of the story of Haku, a man with no memories, and the great conflict that consumes the land he calls home. Venture through dynamic battlefields, unleash devastating special moves, and experience a grand tale of war and destiny.",59,3.8,,,[]
29,Ibb & Obb,Switch,2020-03-05,ibb & obb is a two player cooperative game set in a puzzle filled world where gravity goes both up and down. You can only succeed by working closely together. Find a friend for some true local cooperative couch fun or match up online. Fall up and jump down through 15 levels filled with double gravity puzzles and discover 8 hidden worlds that will test your new non-Newtonian skills to the maximum.,78,6.8,,Puzzle-platform,"['Single-player', 'cooperative multiplayer']"
30,Ibb & Obb,PlayStation 3,2013-08-06,Ibb & Obb is a two player cooperative game set in a puzzle filled world where gravity goes both up and down.,78,8.0,,Puzzle-platform,"['Single-player', 'cooperative multiplayer']"
31,Company of Heroes,PC,2006-09-13,"A real-time strategy game set in World War II, Company of Heroes brings to life, in full cinematic detail, the greatest war mankind has ever known. Company of Heroes is built on Relic's next-generation Essence Engine and also utilizes the Havok Physics engine, delivering cinematic visual detail in a world completely driven by realistic physics. Gamers will experience the journey of the brave men of Able Company in a deep single-player campaign that begins with the invasion of Normandy through their fight across Europe, all set against the most dynamic battlefield ever seen in a game. Company of Heroes' completely destructable environment means no two battles ever play out in the same way. Advanced squad AI delivers startling new realism and responsiveness, bringing soldiers to life as they interact with the environment and execute advanced squad tactics to eliminate the opposition forces. [THQ]",93,8.7,Company of Heroes is a real-time strategy video game series developed by Relic Entertainment. The series is set during World War II.,Real-time strategy,[]
32,Tom Clancy's Rainbow Six 3: Athena Sword,PC,2004-03-09,"Command Team RAINBOW, the world's most elite, multinational squad of counter-terrorist operatives, as they track the desperate remnants of a dangerous terrorist organization into exotic regions of the Mediterranean to prevent their agenda of international anarchy and destruction. Athena Sword boasts a host of standout features, including: All-new, eight-mission campaign in locations including Italy, Croatia, and Greece; Eight new Multiplayer levels; Five new multiplayer game modes; Three ""classic"" missions; Seven additional real-world weapons (for a whopping total of 64); Weapon sound effects from the team that worked on the blockbuster film The Matrix. [Ubi Soft]",72,7.1,,Tactical shooter,"['Single-player', 'multiplayer']"
33,Naruto Powerful Shippuden,3DS,2013-03-05,"NARUTO Powerful Shippuden includes a Story Mode as well as an Endless Battle Mode so players can choose to either follow a progressive storyline or just pull out the punches for a sprightly ninja showdown. The action-packed gameplay allows players to earn experience points to power up their vivacious characters and also use the touch screen to strengthen special attacks. Fans will recognize their favorite characters from the NARUTO franchise such as Kakashi, Sakura, Gaara, and many more; all can be called upon as support characters in the midst of battle. With familiar friends at their sides and ninja moves up their sleeves, players will embark on the journey of becoming a powerful Leaf ninja to knock out opponents or even become a knock-out with sexy jutsu.",71,6.0,,,[]
34,STRAFE,PC,2017-05-09,"The future of video games: the fastest, bloodiest, deadliest, most adjective-abusing, action-packed first-person shooter of 1996.",64,5.3,,,[]
35,Tenchu: Fatal Shadows,PlayStation 2,2005-02-15,"(Also known as ""Tenchu Kurenai"" or ""Tenchu Crimson"") Set in historical Japan, Tenchu: Fatal Shadows features two playable ninja warriors - returning heroine Ayame and newcomer Rin. This installment of the fan-favorite franchise offers a tight balance of melee combat and shadow stalking, and its levels are structured to avoid the frustrating trial-and-error patterns that are all too familiar in the stealth genre. The title is fast paced, tense, and balanced for both stealth veterans and novices, offering multiple difficulty modes. Significant visual upgrades have been made from prior installments, and a slew of new move sets are on hand to deliver more realistic ninja experience, including the ability to hide bodies and breathe underwater while sneaking. [Sega]",58,7.9,"Tenchu: Fatal Shadows is an action-adventure stealth video game developed by K2 LLC and published by FromSoftware in Japan and Sega in North America and Europe for the PlayStation 2 in 2004. The PlayStation Portable version of the game, Tenchu Kurenai Portable, was released in Japan in 2010.

",,[]
36,Gladiators of Rome,PC,2002-10-27,"You are in control of a gladiator troop in ancient Rome. You must recruit slaves, refine their character and mold them into fighting machines. Collect weaponry, chariots and armor all to enhance your gladiators' ability to move up the ranks and fight in larger coliseums for higher purses, just like ancient Rome! [Activision Value]",46,4.9,,,[]
